mondo_id,mondo_label,mesh_id
MONDO_0019600,xeroderma pigmentosum,D014983
MONDO_0019609,Zellweger spectrum disorders,D015211
MONDO_0019610,Zollinger-Ellison syndrome,D015043
MONDO_0019610,Zollinger-Ellison syndrome,D015408
MONDO_0019618,Sheehan syndrome,D007018
MONDO_0019623,hereditary angioedema,D054179
MONDO_0019624,acquired angioedema,C538173
MONDO_0019629,sclerocornea,C565209
MONDO_0019631,persistent hyperplastic primary vitreous,D054514
MONDO_0019632,Lyme disease,D008193
MONDO_0019633,relapsing fever,D012061
MONDO_0019648,achondrogenesis,C579878
MONDO_0019665,monostotic fibrous dysplasia,D005358
MONDO_0019668,adenoma of pancreas,C538110
MONDO_0019669,hypochondrogenesis,C563007
MONDO_0019675,spondyloepimetaphyseal dysplasia with joint laxity,C562968
MONDO_0019678,brachydactyly type A5,C537091
MONDO_0019696,acromesomelic dysplasia,C535658
MONDO_0019701,chondrodysplasia punctata,D002806
MONDO_0019719,congenital anomaly of kidney and urinary tract,C566906
MONDO_0019735,polymyalgia rheumatica,D011111
MONDO_0019737,thrombotic microangiopathy,D057049
MONDO_0019740,acquired thrombotic thrombocytopenic purpura,C536901
MONDO_0019745,cystinuria type A,C565652
MONDO_0019759,epispadias,D004842
MONDO_0019760,terminal transverse defects of arm,C565681
MONDO_0019772,blepharospasm-oromandibular dystonia syndrome,D008538
MONDO_0019773,myelomeningocele,D008591
MONDO_0019781,astrocytoma (excluding glioblastoma),D001254
MONDO_0019783,neovascular glaucoma,D015355
MONDO_0019787,autoimmune enteropathy,C538273
MONDO_0019790,neuroleptic malignant syndrome,D009459
MONDO_0019795,acalvaria,C535570
MONDO_0019795,acalvaria,D009436
MONDO_0019797,acrodysostosis,C538179
MONDO_0019799,hepatoerythropoietic porphyria,D017121
MONDO_0019804,congenital tracheomalacia,D055090
MONDO_0019805,twin to twin transfusion syndrome,D005330
MONDO_0019806,primary progressive aphasia,D018888
MONDO_0019835,primary hypophysitis,D000069281
MONDO_0019862,levocardia,D007979
MONDO_0019866,mosaic trisomy 5,C537762
MONDO_0019867,mosaic trisomy 8,C537940
MONDO_0019868,mosaic trisomy 10,C538292
MONDO_0019869,mosaic trisomy 22,C536796
MONDO_0019881,distal trisomy 6q,C537810
MONDO_0019884,distal trisomy 10q,C538087
MONDO_0019885,distal trisomy 11q,C538294
MONDO_0019905,ring chromosome 9,C538022
MONDO_0019907,ring chromosome 13,C538303
MONDO_0019908,ring chromosome 15,C538035
MONDO_0019929,"49,XXXXY syndrome",D007713
MONDO_0019933,acromegaly,D000172
MONDO_0019934,polyploidy,D011123
MONDO_0019938,anorectal malformation,C537771
MONDO_0019944,Eisenmenger syndrome,D004541
MONDO_0019951,rigid spine syndrome,C535683
MONDO_0019956,encephalitis,D004660
MONDO_0019959,glucagonoma,D005935
MONDO_0019960,VIPoma,D003969
MONDO_0019975,pellagra,D010383
MONDO_0019976,dementia pugilistica,D020208
MONDO_0019992,pseudohypoparathyroidism,D011547
MONDO_0020022,central nervous system malformation,D009421
MONDO_0020040,"46,XY disorder of sex development",D058490
MONDO_0020066,Ehlers-Danlos syndrome,D004535
MONDO_0020067,infectious encephalitis,D000069544
MONDO_0020074,progressive myoclonus epilepsy,D020191
MONDO_0020077,myelodysplastic/myeloproliferative disease,D054437
MONDO_0020088,familial partial lipodystrophy,D052496
MONDO_0020108,autoimmune hemolytic anemia,D000744
MONDO_0020110,pulmonary agenesis,C562992
MONDO_0020120,skeletal muscle disorder,D009135
MONDO_0020121,muscular dystrophy,D009136
MONDO_0020124,neuromuscular junction disease,D020511
MONDO_0020128,motor neuron disorder,D016472
MONDO_0020135,pontocerebellar hypoplasia,C580383
MONDO_0020250,autosomal dominant optic atrophy,D029241
MONDO_0020283,uveitis,D014605
MONDO_0020296,congenital arteriovenous fistula,D001164
MONDO_0020297,Noonan syndrome and Noonan-related syndrome,C537846
MONDO_0020300,autosomal dominant nocturnal frontal lobe epilepsy,C579932
MONDO_0020310,familial focal epilepsy with variable foci,C565785
MONDO_0020311,chronic myelomonocytic leukemia,D015477
MONDO_0020322,acute biphenotypic leukemia,D015456
MONDO_0020325,anaplastic large cell lymphoma,D017728
MONDO_0020326,lymphomatoid papulosis,D017731
MONDO_0020334,mast cell leukemia,D007946
MONDO_0020341,periventricular nodular heterotopia,D054091
MONDO_0020366,congenital glaucoma,D006871
MONDO_0020374,cerulean cataract,C537955
MONDO_0020376,early-onset nuclear cataract,C563333
MONDO_0020379,early-onset zonular cataract,C535342
MONDO_0020395,valvar pulmonary stenosis,D011666
MONDO_0020436,"atrial septal defect, sinus venosus type",C548009
MONDO_0020437,"atrial septal defect, ostium primum type",C548006
MONDO_0020437,"atrial septal defect, ostium primum type",D006344
MONDO_0020439,patent foramen ovale,D054092
MONDO_0020458,hemolytic anemia due to erythrocyte adenosine deaminase overproduction,C566314
MONDO_0020479,pituitary gigantism,D005877
MONDO_0020485,King-Denborough syndrome,C536883
MONDO_0020485,King-Denborough syndrome,C537504
MONDO_0020490,mosaic trisomy 9,C535454
MONDO_0020492,hemimegalencephaly,D065705
MONDO_0020500,Marburg hemorrhagic fever,D008379
MONDO_0020501,Crimean-Congo hemorrhagic fever,D006479
MONDO_0020502,yellow fever,D015004
MONDO_0020517,eosinophilic granuloma,D004803
MONDO_0020518,Hashimoto-Pritzker syndrome,C535843
MONDO_0020528,ACTH-dependent Cushing syndrome,D047748
MONDO_0020530,Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR1 deficiency,C535530
MONDO_0020531,long chain acyl-CoA dehydrogenase deficiency,C535690
MONDO_0020540,ovarian gynandroblastoma,C538459
MONDO_0020549,invasive hydatidiform mole,D002820
MONDO_0020552,placental site trophoblastic tumor,D018245
MONDO_0020572,complex regional pain syndrome type 2,D002422
MONDO_0020573,inherited disease susceptibility,D020022
MONDO_0020579,mucositis,D052016
MONDO_0020586,factor V deficiency,D005166
MONDO_0020587,factor XI deficiency,D005173
MONDO_0020590,mycobacterial infectious disease,D009164
MONDO_0020591,obsolete disorder of peritoneum,D010532
MONDO_0020598,malabsorption syndrome,D008286
MONDO_0020639,monosomy,D009006
MONDO_0020641,respiratory tract neoplasm,D012142
MONDO_0020642,polycystic kidney disease,D007690
MONDO_0020670,obsolete antithrombin deficiency type 2,C537779
MONDO_0020683,acute disease,D000208
MONDO_0020688,spinal cord ischemia,D020760
MONDO_0020689,AIDS dementia complex,D015526
MONDO_0020696,vitamin B12 deficiency,D014806
MONDO_0020720,X-linked hypophosphatemic rickets,D053098
MONDO_0020721,X-linked sideroblastic anemia 1,C536761
MONDO_0020731,arbovirus infection,D001102
MONDO_0020742,"obsolete cataract, microcephaly, failure to thrive, kyphoscoliosis syndrome",C537965
MONDO_0020756,"migraine, familial hemiplegic, 1",C536890
MONDO_0020761,Bowen disease of the skin,D001913
MONDO_0020764,Brown-Pearce carcinoma,D002284
MONDO_0020773,cerebrospinal fluid rhinorrhea,D002559
MONDO_0020776,chlamydiaceae infections,D002694
MONDO_0020792,dwarfism with tall vertebrae,C535725
MONDO_0020797,decompression sickness,D003665
MONDO_0020799,basal cell neoplasm,D018295
MONDO_0020804,basal cell carcinoma,D002280
MONDO_0020806,sinoatrial block,D012848
MONDO_0020812,"exposure, dental pulp",D003789
MONDO_0020815,dentigerous cyst,D003803
MONDO_0020818,secondary dentine,D003809
MONDO_0020920,escherichia coli infection,D004927
MONDO_0020944,fungal infection of eye,D015821
MONDO_0020947,parasitic eye infection,D015822
MONDO_0020950,viral eye infection,D015828
MONDO_0020974,laryngeal granuloma,D006102
MONDO_0020983,myocardial rupture,D006341
MONDO_0021002,syndactyly,D013576
MONDO_0021003,polydactyly,D017689
MONDO_0021004,brachydactyly,D059327
MONDO_0021016,obsolete channelopathy,D053447
MONDO_0021018,autosomal dominant limb-girdle muscular dystrophy type 1D (DNAJB6),C566370
MONDO_0021019,X-linked recessive ocular albinism,C537863
MONDO_0021021,"craniodiaphyseal dysplasia, autosomal dominant",C567275
MONDO_0021040,pancreatic neoplasm,D010190
MONDO_0021042,glioma,D005910
MONDO_0021043,mixed neoplasm,D018193
MONDO_0021045,fibroepithelial neoplasm,D018225
MONDO_0021053,carotid body paraganglioma,D002345
MONDO_0021061,neurofibromatosis,D017253
MONDO_0021065,pleural neoplasm,D010997
MONDO_0021069,malignant endocrine neoplasm,D004701
MONDO_0021071,laryngeal neoplasm,D007822
MONDO_0021072,sympathetic paraganglioma,C531777
MONDO_0021073,paraneoplastic syndrome,D010257
MONDO_0021074,precancerous condition,D011230
MONDO_0021081,anti-NMDA receptor encephalitis,D060426
MONDO_0021084,vision disorder,D014786
MONDO_0021085,gastric neoplasm,D013274
MONDO_0021091,papillary cystadenoma,D018292
MONDO_0021092,fallopian tube neoplasm,D005185
MONDO_0021095,parkinsonian disorder,D020734
MONDO_0021100,breast neoplasm,D001943
MONDO_0021103,obsolete collagen diseases,D003095
MONDO_0021104,alcoholic fatty liver disease,D005235
MONDO_0021106,laminopathy,D000083083
MONDO_0021107,narcolepsy,D009290
MONDO_0021108,meningitis,D008581
MONDO_0021113,respiratory failure,D012131
MONDO_0021117,lung neoplasm,D008175
MONDO_0021121,hemangioendothelioma,D006390
MONDO_0021124,female infertility,D007247
MONDO_0021129,microphthalmia,D008850
MONDO_0021143,melanocytic neoplasm,D018326
MONDO_0021146,headache disorder,D020773
MONDO_0021148,female reproductive system neoplasm,D005833
MONDO_0021156,hypophysitis,D000072659
MONDO_0021167,myositis disease,D009220
MONDO_0021178,injury,D014947
MONDO_0021179,proteostasis deficiencies,D057165
MONDO_0021181,inherited blood coagulation disorder,D025861
MONDO_0021183,HTLV-2 infection,D015491
MONDO_0021184,deltaretrovirus infections,D006800
MONDO_0021187,hyperlipidemia,D006949
MONDO_0021190,DNA repair disease,D049914
MONDO_0021192,odontogenic neoplasm,D009808
MONDO_0021193,neuroepithelial neoplasm,D018302
MONDO_0021200,obsolete rare disease,D035583
MONDO_0021210,trachea neoplasm,D014134
MONDO_0021223,digestive system neoplasm,D005770
MONDO_0021224,iris neoplasm,D015811
MONDO_0021234,spinal cord neoplasm,D013120
MONDO_0021242,sublingual gland neoplasm,D013362
MONDO_0021244,submandibular gland neoplasm,D013365
MONDO_0021251,endometrium neoplasm,D016889
MONDO_0021253,gallbladder neoplasm,D005706
MONDO_0021334,immunoproliferative disorder,D007160
MONDO_0021340,intertrigo,D007402
MONDO_0021367,"leukemia, myeloid, accelerated-phase",D015465
MONDO_0021400,polyp of colon,D003111
MONDO_0021533,intestinal neuroendocrine tumor G1,C562842
MONDO_0021545,myomatous neoplasm,D009379
MONDO_0021545,myomatous neoplasm,D019042
MONDO_0021569,"Emery-Dreifuss muscular dystrophy 2, autosomal dominant",C535898
MONDO_0021581,connective tissue neoplasm,D009372
MONDO_0021582,lentigo,D007911
MONDO_0021641,Bunyaviridae infectious disease,D002044
MONDO_0021651,synpolydactyly,C538153
MONDO_0021659,combined carcinoid and adenocarcinoma,C538230
MONDO_0021662,bile duct neoplasm,D001650
MONDO_0021666,ear infection,D010031
MONDO_0021667,neuralgia,D009437
MONDO_0021678,gram-negative bacterial infections,D016905
MONDO_0021679,gram-positive bacterial infections,D016908
MONDO_0021680,streptococcal infection,D013290
MONDO_0021681,sexually transmitted disease,D012749
MONDO_0021682,viral sexually transmitted disease,D015229
MONDO_0021697,chlamydia infectious disease,D002690
MONDO_0021697,chlamydia infectious disease,D023521
MONDO_0021698,alcohol-related disorders,D019973
MONDO_0021699,alcohol-induced disorders,D020751
MONDO_0021702,alcohol amnestic disorder,D000425
MONDO_0021722,vulvodynia,D056650
MONDO_0021723,vaginismus,D052065
MONDO_0021726,abdominal cystic lymphangioma,C535553
MONDO_0021727,aberrant subclavian artery,C535555
MONDO_0021739,prurigo,D011536
MONDO_0021742,puerperal infection,D011645
MONDO_0021745,psychosocial short stature,C535569
MONDO_0021746,pyelocystitis,D053653
MONDO_0021750,pyonephrosis,D053018
MONDO_0021752,Achard-Thiers syndrome,C536013
MONDO_0021758,acquired agranulocytosis,C538171
MONDO_0021804,silicotuberculosis,D012830
MONDO_0021805,"acromesomelic dysplasia, Campailla Martinelli type",C535659
MONDO_0021808,acute cholinergic dysautonomia,C535672
MONDO_0021809,primary dysautonomia,D054969
MONDO_0021826,aerobic Actinomyces infection,C538054
MONDO_0021829,agnathia-microstomia-synotia,C538059
MONDO_0021834,Akaba Hayasaka syndrome,C535609
MONDO_0021836,Aksu von Stockhausen syndrome,C535611
MONDO_0021838,Al Gazali Khidr Prem Chandran syndrome,C535616
MONDO_0021839,spirochaetales infections,D013145
MONDO_0021845,Aloi Tomasini Isaia syndrome,C537049
MONDO_0021849,obsolete alopecia macular degeneration growth retardation syndrome,C538125
MONDO_0021851,alopecia universalis onychodystrophy vitiligo,C537056
MONDO_0021856,Alsing syndrome,C536588
MONDO_0021879,small cell variant anaplastic large cell lymphoma,C538255
MONDO_0021895,temporomandibular joint dysfunction syndrome,D013706
MONDO_0021896,anterior spinal artery stroke,C537776
MONDO_0021902,aortopulmonary window,D001028
MONDO_0021915,arakawa syndrome 2,C537426
MONDO_0021918,arena syndrome,C537428
MONDO_0021921,Arnold stickler bourne syndrome,C537431
MONDO_0021923,Arroyo Garcia Cimadevilla syndrome,C537439
MONDO_0021927,obsolete arthrogryposis epileptic seizures migrational brain disorder,C537442
MONDO_0021935,aspergillus niger infection,C535390
MONDO_0021943,tuberculoma,D014375
MONDO_0021944,auditory neuropathy,C538268
MONDO_0021945,hearing disorder,D006311
MONDO_0021950,autoimmune oophoritis,C538274
MONDO_0021952,progestogen hypersensitivity,C535299
MONDO_0021957,autosomal recessive nonsyndromic congenital nuclear cataract,C537298
MONDO_0021962,baetz-greenwalt syndrome,C537795
MONDO_0021964,bagatelle Cassidy syndrome,C537796
MONDO_0021966,baker Vinters syndrome,C537899
MONDO_0021979,Basaran Yilmaz syndrome,C537660
MONDO_0021994,Berk-Tabatznik syndrome,C535432
MONDO_0022007,water intoxication,D014869
MONDO_0022011,bobble-head doll syndrome,C536241
MONDO_0022013,Boerhaave syndrome,C536571
MONDO_0022020,Boudhina Yedes Khiari syndrome,C537939
MONDO_0022025,boylan dew greco syndrome,C537083
MONDO_0022034,lentivirus infection,D016180
MONDO_0022037,large-cell immunoblastic lymphoma,D016400
MONDO_0022055,Calabro syndrome,C537960
MONDO_0022057,calcifying epithelial odontogenic tumor,C537961
MONDO_0022060,calloso-genital dysplasia,C537962
MONDO_0022067,Cantu Sanchez-Corona Fragoso syndrome,C535571
MONDO_0022089,Carnevale hernandez castillo syndrome,C535585
MONDO_0022094,Cartwright Nelson Fryns syndrome,C535917
MONDO_0022096,pyogenic granuloma,D017789
MONDO_0022098,catamenial pneumothorax,C538279
MONDO_0022109,obsolete catatrichy,C535346
MONDO_0022140,Charles bonnet syndrome,D000075562
MONDO_0022151,Chitty Hall Webb syndrome,C535929
MONDO_0022173,chromosome 11q trisomy,C538297
MONDO_0022174,chromosome 12p deletion,C538301
MONDO_0022174,chromosome 12p deletion,C538302
MONDO_0022177,chromosome 13q trisomy,C535485
MONDO_0022178,chromosome 13q-mosaicism,C535486
MONDO_0022236,colpocephaly,C535973
MONDO_0022311,cote katsantoni syndrome,C536449
MONDO_0022316,hair defect with photosensitivity and intellectual disability syndrome,C537628
MONDO_0022321,2-methylacetoacetyl CoA thiolase deficiency,C535307
MONDO_0022323,2-hydroxyethyl methacrylate sensitization,C535305
MONDO_0022330,4-hydroxyphenylacetic aciduria,C535315
MONDO_0022333,5-nucleotidase syndrome,C535321
MONDO_0022349,congenital absence of septum pellucidum,C535562
MONDO_0022417,alopecia congenita keratosis palmoplantaris,C537050
MONDO_0022424,alpha-mannosidosis type 1,C536584
MONDO_0022430,persistent fetal circulation syndrome,D010547
MONDO_0022432,alves Castelo dos Santos syndrome,C536593
MONDO_0022510,atlanto-axial fusion,C538196
MONDO_0022552,Bazopoulou Kyrkanidou syndrome,C537664
MONDO_0022555,Beardwell syndrome,C537665
MONDO_0022557,Behrens Baumann dust syndrome,C537670
MONDO_0022567,bhaskar jagannathan syndrome,C535437
MONDO_0022568,bidirectional tachycardia,C535438
MONDO_0022611,Brunoni syndrome,C537408
MONDO_0022618,burning mouth syndrome type 3,C537413
MONDO_0022633,camptodactyly joint contractures and facial skeletal dysplasia,C537969
MONDO_0022634,camptodactyly vertebral fusion,C537973
MONDO_0022654,cardiomyopathy hypogonadism collagenoma syndrome,C535582
MONDO_0022673,autosomal dominant non-nuclear cataract,C538284
MONDO_0022712,oculo digital syndrome,C535922
MONDO_0022742,occupational asthma,D059366
MONDO_0022746,chromosome 13p duplication,C535450
MONDO_0022752,chromosome 16p13.3 deletion syndrome,C566433
MONDO_0022754,chromosome 17p deletion,C538045
MONDO_0022755,chromosome 18 mosaic monosomy,C536581
MONDO_0022757,chromosome 20 trisomy,C535372
MONDO_0022758,"chromosome 22, monosome mosaic",C536798
MONDO_0022759,trisomy 22,C536799
MONDO_0022761,chromosome 3 duplication syndrome,C536803
MONDO_0022762,chromosome 4 short arm deletion,C537637
MONDO_0022794,obsolete chromosome 8 deletion,C537823
MONDO_0022800,type 2 collagenopathy,C535964
MONDO_0022815,congenital absence of the sternocleidomastoid muscle,C535977
MONDO_0022851,Dennis-Fairhurst-Moore syndrome,C538210
MONDO_0022904,cryofibrinogenemia,C536218
MONDO_0022930,Dandy-Walker malformation with nasopharyngeal teratoma and diaphragmatic hernia,C538340
MONDO_0022932,Davenport-Donlan syndrome,C535988
MONDO_0022934,Davis Lafer syndrome,C535989
MONDO_0022936,de Hauwere Leroy adriaenssens syndrome,C535991
MONDO_0022948,Deal Barratt Dillon syndrome,C538206
MONDO_0022972,diabetic mastopathy,C537524
MONDO_0022983,Dieterich disease,C536172
MONDO_0022991,diploid-triploid mosaicism,C548012
MONDO_0022993,dipsogenic diabetes insipidus,C548013
MONDO_0022998,distal arthrogryposis Moore weaver type,C536814
MONDO_0023007,Drachtman Weinblatt Sitarz syndrome,C535603
MONDO_0023013,Duker-Weiss-Siber syndrome,C535719
MONDO_0023035,Eagle syndrome,C538010
MONDO_0023043,ectodermal dysplasia alopecia preaxial polydactyly,C538016
MONDO_0023050,ectrodactyly cardiopathy dysmorphism,C536187
MONDO_0023059,Elliott ludman Teebi syndrome,C536204
MONDO_0023076,eosinophilic pustular folliculitis,C535953
MONDO_0023094,exogenous ochronosis,C531762
MONDO_0023106,Fairbank disease,C536393
MONDO_0023111,familial capillaro-venous leptomeningeal angiomatosis,C536609
MONDO_0023119,familial myelofibrosis,C536848
MONDO_0023133,Faye-Petersen-Ward-Carey syndrome,C537076
MONDO_0023134,febrile ulceronecrotic Mucha-Habermann disease,C537077
MONDO_0023138,Feingold trainer syndrome,C536179
MONDO_0023152,fibrocartilaginous embolism,C537927
MONDO_0023158,Fitz-Hugh-Curtis syndrome,C537936
MONDO_0023165,florid cystic endosalpingiosis of the uterus,C537064
MONDO_0023171,foix chavany Marie syndrome,C537069
MONDO_0023176,formaldehyde poisoning,C537268
MONDO_0023182,Franceschini Vardeu Guala syndrome,C537272
MONDO_0023186,Fraser Jequier Chen syndrome,C535481
MONDO_0023188,Freiberg disease,C535636
MONDO_0023203,Fuchs atrophia gyrata chorioideae et retinae,C538071
MONDO_0023209,galactorrhoea-hyperprolactinaemia,C535402
MONDO_0023212,Garret-Tripp syndrome,C535646
MONDO_0023214,gas bloat syndrome,C535647
MONDO_0023227,gestational diabetes insipidus,C548014
MONDO_0023230,Ghose-Sachdev-Kumar syndrome,C537803
MONDO_0023238,giant mammary hamartoma,C536818
MONDO_0023258,glycogen storage disease type 1 due to SLC37A4 mutation,C536831
MONDO_0023263,glyceraldehyde-3-phosphate dehydrogenase deficiency,C536837
MONDO_0023267,goldstein hutt syndrome,C537282
MONDO_0023275,Graham-Boyle-Troxell syndrome,C537292
MONDO_0023283,ovarian granulosa cell tumor,C537296
MONDO_0023288,green sandford davison syndrome,C538221
MONDO_0023305,heavy metal poisoning,D000075322
MONDO_0023368,Ho-Kaufman-McAlister syndrome,C538325
MONDO_0023510,Jaffer-Beighton syndrome,C537561
MONDO_0023513,Jeune syndrome situs inversus,C537572
MONDO_0023521,Judge Misch wright syndrome,C537692
MONDO_0023530,kallikrein hypertension,C537707
MONDO_0023538,Kaplowitz-Bodurtha syndrome,C536893
MONDO_0023540,Kashani-Strom-Utley syndrome,C537010
MONDO_0023541,Kasznica-Carlson-Coppedge syndrome,C537011
MONDO_0023543,Katsantoni-Papadakou-Lagoyanni syndrome,C537012
MONDO_0023558,Kocher-debre-Semelaigne syndrome,C537211
MONDO_0023561,Koone-Rizzo-Elias syndrome,C537023
MONDO_0023563,Kotzot-Richter syndrome,C537025
MONDO_0023567,Kozlowski Brown Hardwick syndrome,C537506
MONDO_0023569,Kozlowski Ouvrier syndrome,C537508
MONDO_0023571,Kozlowski Rafinski Klicharska syndrome,C537509
MONDO_0023573,Kozlowski Warren Fisher syndrome,C537614
MONDO_0023575,Krauss Herman Holmes syndrome,C537618
MONDO_0023577,Krieble Bixler syndrome,C537619
MONDO_0023579,Kuster Majewski Hammerstein syndrome,C538125
MONDO_0023581,Kuster syndrome,C538126
MONDO_0023597,laryngeal papillomatosis,C537876
MONDO_0023601,non-classic congenital adrenal hyperplasia,C537877
MONDO_0023607,Laurence-Prosser-Rocker syndrome,C537882
MONDO_0023609,le Marec-Bracq-Picaud syndrome,C536997
MONDO_0023628,levator syndrome,C535890
MONDO_0023646,lipodermatosclerosis,C537026
MONDO_0023650,littoral cell angioma of the spleen,C537031
MONDO_0023663,obsolete macrocephaly mesodermal hamartoma spectrum,C537716
MONDO_0023682,tympanic paraganglioma,D043604
MONDO_0023696,Marinesco-Sjogren-like syndrome,C535913
MONDO_0023699,Maroteaux Fonfria syndrome,C536023
MONDO_0023704,Martinez Monasterio Pinheiro syndrome,C536027
MONDO_0023757,meralgia paresthetica,C537458
MONDO_0023807,obsolete midphalangeal hair,C537471
MONDO_0023809,Milner-Khallouf-Gibson syndrome,C537473
MONDO_0023833,multifocal choroiditis,C537374
MONDO_0023833,multifocal choroiditis,D000080364
MONDO_0024235,Brenner tumor,D001948
MONDO_0024237,inherited neurodegenerative disorder,D020271
MONDO_0024248,obsolete pityriasis,D010915
MONDO_0024249,pityriasis lichenoides,D017514
MONDO_0024264,"hypothyroidism, congenital, nongoitrous, 2",C566852
MONDO_0024270,parasitic intestinal disorder,D007411
MONDO_0024271,intestinal helminthiasis,C531698
MONDO_0024275,amebic dysentery,D004404
MONDO_0024277,neonatal thrombocytopenia,D054098
MONDO_0024278,proctocolitis,D011350
MONDO_0024288,hyperbilirubinemia,D006932
MONDO_0024290,enuresis,D004775
MONDO_0024291,vascular malformation,D054079
MONDO_0024294,skin disorder caused by infection,D012874
MONDO_0024295,skin disease caused by bacterial infection,D017192
MONDO_0024297,obsolete nutritional or metabolic disease,D009750
MONDO_0024298,vitamin deficiency disorder,D001361
MONDO_0024300,hypophosphatemic rickets,D063730
MONDO_0024304,ichthyosis vulgaris,D016112
MONDO_0024305,acquired hyperprolactinemia,D002640
MONDO_0024305,acquired hyperprolactinemia,D006966
MONDO_0024306,acquired lactic acidosis,D000140
MONDO_0024313,staphylococcal infection,D013203
MONDO_0024314,parasitemia,D018512
MONDO_0024318,viral infection of central nervous system,D020805
MONDO_0024327,chronic renal failure syndrome,D051436
MONDO_0024332,perennial allergic rhinitis,D012221
MONDO_0024333,sciatica,D012585
MONDO_0024355,respiratory tract infectious disorder,D012141
MONDO_0024361,circadian rhythm sleep disorder,D020178
MONDO_0024388,Clostridium infectious disease,D003015
MONDO_0024417,perceptual disorders,D010468
MONDO_0024422,auditory perceptual disorders,D001308
MONDO_0024429,Alice in Wonderland syndrome,D062026
MONDO_0024430,allesthesia,D066190
MONDO_0024454,sacral nerve plexus disorder,C537224
MONDO_0024456,anterior segment dysgenesis 3,C535535
MONDO_0024457,neurodegeneration with brain iron accumulation 2A,C536071
MONDO_0024461,angiomatosis,D000798
MONDO_0024464,"pituitary hormone deficiency, combined, 1",C567803
MONDO_0024465,"surfactant metabolism dysfunction, pulmonary, 2",C567048
MONDO_0024472,boutonneuse fever,D001907
MONDO_0024503,digestive system neuroendocrine neoplasm,C535650
MONDO_0024524,dyschromatosis universalis hereditaria 1,C567273
MONDO_0024538,"basal ganglia calcification, idiopathic, 1",C537657
MONDO_0024543,brittle cornea syndrome 1,C536192
MONDO_0024559,"aortic aneurysm, familial thoracic 1",C562834
MONDO_0024573,familial hypertrophic cardiomyopathy,D024741
MONDO_0024574,von Willebrand disease (hereditary or acquired),D014842
MONDO_0024575,pregnancy disorder,D011248
MONDO_0024583,obsolete hernia,D006547
MONDO_0024608,dientamoebiasis,D004030
MONDO_0024610,parasitic skin disorder,D012876
MONDO_0024619,central nervous system infectious disorder,D002494
MONDO_0024623,otorhinolaryngologic disease,D010038
MONDO_0024633,hypertensive nephropathy,C563161
MONDO_0024644,myocardial ischemia,D017202
MONDO_0024647,urolithiasis,D052878
MONDO_0024653,skull neoplasm,D012888
MONDO_0024664,"hypertension, pregnancy-induced",D046110
MONDO_0024674,Pancoast syndrome,D010178
MONDO_0024677,pancreatic insulinoma,D007340
MONDO_0024686,"tenosynovial giant cell tumor, diffuse type",D013586
MONDO_0024893,toxocara canis infection (canine roundworms),C531834
MONDO_0024905,bird disease,D001715
MONDO_0024912,cat disease,D002371
MONDO_0024913,cattle disease,D002418
MONDO_0024919,dog disease,D004283
MONDO_0024934,fish disease,D005393
MONDO_0024935,foot rot,D005535
MONDO_0024945,"hepatitis, non-human animal",D006520
MONDO_0024950,horse disease,D006734
MONDO_0024953,"lameness, non-human animal",D007794
MONDO_0024954,"larva migrans, visceral",D007816
MONDO_0024965,"muscular dystrophy, non-human animal",D009137
MONDO_0024969,"parasitic disease, non-human animal",D010273
MONDO_0024971,parturient paresis,D010319
MONDO_0024973,"pneumonia, atypical interstitial, of cattle",D011016
MONDO_0024981,rodent disease,D012376
MONDO_0024982,"salmonella infections, animal",D012481
MONDO_0024985,sheep disease,D012757
MONDO_0024990,swine disease,D013553
MONDO_0025003,goat disease,D015511
MONDO_0025013,non-human primate disease,D018419
MONDO_0025028,vesicular stomatitis,D054243
MONDO_0025030,digital dermatitis in cattle,D058066
MONDO_0025061,edema disease of swine,D004488
MONDO_0025062,"encephalomyelitis, enzootic porcine",D004682
MONDO_0025066,"epidermitis, exudative, of swine",D004818
MONDO_0025082,"helminthiasis, animal",D006374
MONDO_0025085,"hepatitis, viral, animal",D006524
MONDO_0025086,"hip dysplasia, canine",D006619
MONDO_0025087,classical swine fever,D006691
MONDO_0025089,infectious bovine rhinotracheitis,D007241
MONDO_0025095,"malaria, avian",D008289
MONDO_0025096,malignant catarrh,D008304
MONDO_0025100,"mastitis, bovine",D008414
MONDO_0025102,monkey disease,D008992
MONDO_0025113,poultry disease,D011201
MONDO_0025114,"protozoan infections, animal",D011529
MONDO_0025129,swine erysipelas,D013554
MONDO_0025130,swine vesicular disease,D013555
MONDO_0025135,"tuberculosis, avian",D014379
MONDO_0025136,"tuberculosis, bovine",D014380
MONDO_0025138,vesicular exanthema of swine,D014720
MONDO_0025139,white muscle disease,D014912
MONDO_0025149,"encephalopathy, bovine spongiform",D016643
MONDO_0025152,non-human ape disease,D018420
MONDO_0025159,"pneumonia of swine, mycoplasmal",D045729
MONDO_0025163,white heifer disease,D050072
MONDO_0025167,"reticuloendotheliosis, avian",D055761
MONDO_0025193,oculopharyngodistal myopathy,C563508
MONDO_0025263,"strongyle infections, equine",D013319
MONDO_0025270,"toxoplasmosis, non-human animal",D014124
MONDO_0025271,"trypanosomiasis, bovine",D014354
MONDO_0025293,poult enteritis mortality syndrome,D031261
MONDO_0025294,tick-borne infectious disease,D017282
