diseaseId,diseaseName,meshId,mesh_name,tree_number,level
EFO_1001826,Poroma,D057091,Poroma,C04.557.470.550.175.588,6.0
EFO_1001844,skin mastocytoma,D054705,"Mastocytoma, Skin",C04.557.450.565.465.249.500,7.0
EFO_1001844,skin mastocytoma,D054705,"Mastocytoma, Skin",C04.557.450.565.465.500.500,7.0
EFO_1001844,skin mastocytoma,D054705,"Mastocytoma, Skin",C04.588.805.309.500,5.0
EFO_1001848,squamous odontogenic tumor,D051527,"Odontogenic Tumor, Squamous",C04.557.695.607,4.0
EFO_1001853,submandibular gland neoplasm,D013365,Submandibular Gland Neoplasms,C04.588.443.591.824.885,6.0
EFO_1001858,Tarlov Cysts,D052958,Tarlov Cysts,C04.182.872,3.0
EFO_1001901,neuroendocrine neoplasm,D018358,Neuroendocrine Tumors,C04.557.465.625.650,5.0
EFO_1001901,neuroendocrine neoplasm,D018358,Neuroendocrine Tumors,C04.557.580.625.650,5.0
EFO_1001931,oropharynx cancer,D009959,Oropharyngeal Neoplasms,C04.588.443.665.710.684,6.0
EFO_1001937,amelanotic melanoma,D018328,"Melanoma, Amelanotic",C04.557.465.625.650.510.515,7.0
EFO_1001937,amelanotic melanoma,D018328,"Melanoma, Amelanotic",C04.557.580.625.650.510.515,7.0
EFO_1001937,amelanotic melanoma,D018328,"Melanoma, Amelanotic",C04.557.665.510.515,5.0
EFO_1001942,bronchogenic carcinoma,D002283,"Carcinoma, Bronchogenic",C04.588.894.797.520.109.220,7.0
EFO_1001959,hilar cholangiocarcinoma,D018285,Klatskin Tumor,C04.557.470.200.025.450.500,7.0
EFO_1001972,undifferentiated pleomorphic sarcoma,D051677,"Histiocytoma, Malignant Fibrous",C04.557.450.565.590.425.360,7.0
EFO_1001972,undifferentiated pleomorphic sarcoma,D051677,"Histiocytoma, Malignant Fibrous",C04.557.450.795.400,5.0
Orphanet_122,Birt-Hogg-Dubé syndrome,D058249,Birt-Hogg-Dube Syndrome,C04.700.212,3.0
Orphanet_140944,CLOVE syndrome,C567863,,,
Orphanet_145,Hereditary breast and ovarian cancer syndrome,D061325,Hereditary Breast and Ovarian Cancer Syndrome,C04.588.180.483,4.0
Orphanet_145,Hereditary breast and ovarian cancer syndrome,D061325,Hereditary Breast and Ovarian Cancer Syndrome,C04.588.322.455.431,5.0
Orphanet_145,Hereditary breast and ovarian cancer syndrome,D061325,Hereditary Breast and Ovarian Cancer Syndrome,C04.700.517,3.0
Orphanet_227535,Hereditary breast cancer,C562840,,,
Orphanet_2669,Nephrosis - deafness - urinary tract - digital malformations,C536402,,,
Orphanet_321,Multiple osteochondromas,D005097,"Exostoses, Multiple Hereditary",C04.557.450.565.575.610.615.325,8.0
Orphanet_321,Multiple osteochondromas,D005097,"Exostoses, Multiple Hereditary",C04.700.330,3.0
Orphanet_3341,Torticollis - keloids - cryptorchidism - renal dysplasia,C536970,,,
Orphanet_654,Nephroblastoma,D009396,Wilms Tumor,C04.557.435.595,4.0
Orphanet_654,Nephroblastoma,D009396,Wilms Tumor,C04.588.945.947.535.585,6.0
Orphanet_654,Nephroblastoma,D009396,Wilms Tumor,C04.700.900,3.0
Orphanet_73217,Müllerian aplasia,C537371,,,
